compound_id	target_gene	metapath	dwpc
CHEMBL3137331	EEF1A1	CbGiG	0.017783315170586896
CHEMBL574737	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1614766	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1952329	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1908360	EEF1A1	CbGiG	0.017783315170586896
CHEMBL101253	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2219422	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3120215	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3991935	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2103882	EEF1A1	CbGiG	0.017783315170586896
CHEMBL206834	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3426621	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2403108	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1234354	EEF1A1	CbGiG	0.017783315170586896
CHEMBL217092	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1090090	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3039525	EEF1A1	CbGiG	0.017783315170586896
CHEMBL189963	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1233300	EEF1A1	CbGiG	0.017783315170586896
CHEMBL402548	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3813873	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3545366	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3545307	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1171837	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3991927	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2087361	EEF1A1	CbGiG	0.017783315170586896
CHEMBL274654	EEF1A1	CbGiG	0.017783315170586896
CHEMBL565612	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3109738	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1950289	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1231124	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3188551	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3545396	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1667969	EEF1A1	CbGiG	0.017783315170586896
CHEMBL38380	EEF1A1	CbGiG	0.017783315170586896
CHEMBL514201	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1287853	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1289494	EEF1A1	CbGiG	0.017783315170586896
CHEMBL521851	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2364611	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1230607	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2323775	EEF1A1	CbGiG	0.017783315170586896
CHEMBL221959	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3545308	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2001019	EEF1A1	CbGiG	0.017783315170586896
CHEMBL535	EEF1A1	CbGiG	0.017783315170586896
CHEMBL91829	EEF1A1	CbGiG	0.017783315170586896
CHEMBL513909	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3990456	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2133806	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1789941	EEF1A1	CbGiG	0.017783315170586896
CHEMBL554	EEF1A1	CbGiG	0.017783315170586896
CHEMBL3187723	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1614701	EEF1A1	CbGiG	0.017783315170586896
CHEMBL1822792	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2146883	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2140408	EEF1A1	CbGiG	0.017783315170586896
CHEMBL411907	EEF1A1	CbGiG	0.017783315170586896
CHEMBL384304	EEF1A1	CbGiG	0.017783315170586896
CHEMBL2103840	EEF1A1	CbGiG	0.03393563938772962
CHEMBL230011	EEF1A1	CbGiG	0.017783315170586896
CHEMBL4294164	EEF1A1	CbGiG	0.12471848542767117
CHEMBL5653589	EEF1A1	CbGiG	0.4591556050007315
CHEMBL3752910	EEF1A1	CbGiG	0.3302682175423095
CHEMBL1232461	EEF1A1	CbGiG	0.162116886081823
CHEMBL123292	EEF1A1	CbGiG	0.0204584066819625
CHEMBL1802814	EEF1A1	CbGiG	0.05716313149091577
CHEMBL1802815	EEF1A1	CbGiG	0.05716313149091577
CHEMBL1802973	EEF1A1	CbGiG	0.05716313149091577
CHEMBL4062193	EEF1A1	CbGiG	0.12208983548264671
CHEMBL4101680	EEF1A1	CbGiG	0.12208983548264671
CHEMBL4093377	EEF1A1	CbGiG	0.12208983548264671
CHEMBL4129274	EEF1A1	CbGiG	0.13960009540951068
CHEMBL50	EEF1A1	CbGiG	0.02699502945865856
CHEMBL557848	EEF1A1	CbGiG	0.02699502945865856
CHEMBL549777	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564153	EEF1A1	CbGiG	0.02699502945865856
CHEMBL549776	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559728	EEF1A1	CbGiG	0.02699502945865856
CHEMBL554519	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551320	EEF1A1	CbGiG	0.02699502945865856
CHEMBL562911	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559530	EEF1A1	CbGiG	0.02699502945865856
CHEMBL569598	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551057	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551056	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561378	EEF1A1	CbGiG	0.02699502945865856
CHEMBL562322	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564420	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550653	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564701	EEF1A1	CbGiG	0.02699502945865856
CHEMBL569836	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550509	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551996	EEF1A1	CbGiG	0.02699502945865856
CHEMBL570768	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561059	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559343	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564532	EEF1A1	CbGiG	0.02699502945865856
CHEMBL560380	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561724	EEF1A1	CbGiG	0.02699502945865856
CHEMBL2021570	EEF1A1	CbGiG	0.02699502945865856
CHEMBL2021569	EEF1A1	CbGiG	0.02699502945865856
CHEMBL549495	EEF1A1	CbGiG	0.02699502945865856
CHEMBL554525	EEF1A1	CbGiG	0.02699502945865856
CHEMBL558309	EEF1A1	CbGiG	0.02699502945865856
CHEMBL549427	EEF1A1	CbGiG	0.02699502945865856
CHEMBL560657	EEF1A1	CbGiG	0.02699502945865856
CHEMBL552321	EEF1A1	CbGiG	0.02699502945865856
CHEMBL552320	EEF1A1	CbGiG	0.02699502945865856
CHEMBL557917	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561119	EEF1A1	CbGiG	0.02699502945865856
CHEMBL570771	EEF1A1	CbGiG	0.02699502945865856
CHEMBL557507	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550790	EEF1A1	CbGiG	0.02699502945865856
CHEMBL552259	EEF1A1	CbGiG	0.02699502945865856
