compound_id	best_metapath	best_target_gene	dwpc_at_best	p_cell_min	p_minp	q_bh	p_bonferroni	p_westfall_young	n_permutations	significant_bh	significant_bonferroni	significant_wy
PUBCHEM:4473092	CsGpPW	EEF1A2	0.0440893368118838	0.0010998900109989002	0.0024997500249975004	0.030873835693353738	1.0	0.6305369463053695	10000	True	False	False
CHEMBL1161633	CsGiG	EEF1A2	0.0852885491135841	0.0006999300069993001	0.0024997500249975004	0.030873835693353738	1.0	0.45345465453454653	10000	True	False	False
CHEMBL100476	CsGpPW	EEF1A2	0.0440893368118838	0.0008999100089991	0.0024997500249975004	0.030873835693353738	1.0	0.5508449155084492	10000	True	False	False
CHEMBL2097002	CsGiG	EEF1A2	0.0852885491135841	0.0008999100089991	0.0026997300269973002	0.030873835693353738	1.0	0.5508449155084492	10000	True	False	False
CHEMBL1543	CsGpPW	EEF1A2	0.0440893368118838	0.0011998800119988001	0.0027997200279972004	0.030873835693353738	1.0	0.6672332766723328	10000	True	False	False
PUBCHEM:97538	CsGpPW	EEF1A2	0.0440893368118838	0.0013998600139986002	0.0030996900309969004	0.030873835693353738	1.0	0.732026797320268	10000	True	False	False
CHEMBL1208642	CsGiG	EEF1A2	0.0852885491135841	0.000999900009999	0.0031996800319968005	0.030873835693353738	1.0	0.5908409159084091	10000	True	False	False
PUBCHEM:5326960	CsGpPW	EEF1A2	0.0440893368118838	0.0013998600139986002	0.0031996800319968005	0.030873835693353738	1.0	0.732026797320268	10000	True	False	False
PUBCHEM:2891	CsGiG	EEF1A2	0.0852885491135841	0.0008999100089991	0.0031996800319968005	0.030873835693353738	1.0	0.5508449155084492	10000	True	False	False
PUBCHEM:18931838	CsGiG	EEF1A2	0.0852885491135841	0.000999900009999	0.0032996700329967	0.030873835693353738	1.0	0.5908409159084091	10000	True	False	False
CHEMBL1200861	CsGiG	EEF1A2	0.0852885491135841	0.0008999100089991	0.0032996700329967	0.030873835693353738	1.0	0.5508449155084492	10000	True	False	False
PUBCHEM:5287712	CsGpPW	EEF1A2	0.0440893368118838	0.0011998800119988001	0.0033996600339966003	0.030873835693353738	1.0	0.6672332766723328	10000	True	False	False
CHEMBL359504	CsGpPW	EEF1A2	0.0440893368118838	0.0012998700129987	0.0033996600339966003	0.030873835693353738	1.0	0.7011298870112989	10000	True	False	False
CHEMBL2146121	CsGiG	EEF1A2	0.091905738977668	0.000999900009999	0.0034996500349965005	0.030873835693353738	1.0	0.5908409159084091	10000	True	False	False
