compound_id	canonical_smiles	inchikey	pref_name	max_phase	alogp	mw
CHEMBL4070633	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1	RZQWMJAOUJLEAM-UHFFFAOYSA-N			5.13	453.50
CHEMBL4087666	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1	KLHOCHQJHXNKAS-UHFFFAOYSA-N			5.29	552.63
CHEMBL4082534	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4cccc5c4OCCO5)ccc3C)ccc2n1	QCJPHAJSFOAECQ-UHFFFAOYSA-N			5.13	453.50
CHEMBL4066791	COc1ccc(C(=O)Nc2ccc(C)c(NC(=O)c3ccc4nc(C)ccc4c3)c2)cc1OC	FTGOUPOXQVQHPW-UHFFFAOYSA-N			5.37	455.51
CHEMBL4077078	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCC5)ccc3C)ccc2n1	SDVZKQSDNMFMHZ-UHFFFAOYSA-N			5.68	451.53
CHEMBL4099031	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)CCCO5)ccc3C)ccc2n1	VKBSPZLZPRKZJH-UHFFFAOYSA-N			5.68	451.53
CHEMBL4063438	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)COCC5)ccc3C)ccc2n1	PKYOZVHLKBGHID-UHFFFAOYSA-N			5.43	451.53
CHEMBL4091297	Cc1ccc2cc(C(=O)Nc3c(C)ccc(NC(=O)c4ccc5c(c4)OCCO5)c3C)ccc2n1	UGGVGRWOUDAMBG-UHFFFAOYSA-N			5.44	467.53
CHEMBL4081256	Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)c(C)cc3C)ccc2n1	MTVGVQHJPVTWLE-UHFFFAOYSA-N			5.44	467.53
CHEMBL4077611	Cc1ccc2cc(C(=O)Nc3cc(N(C)C(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1	MXSXNDJKTQVGJB-UHFFFAOYSA-N			5.15	467.53
CHEMBL4063608	Cc1ccc2cc(C(=O)Nc3cc(NS(=O)(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1	RBCXMERSSJSPCO-UHFFFAOYSA-N			4.68	489.55
CHEMBL4063330	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2ncccc2c1	XROZVWPOMYAOQU-UHFFFAOYSA-N			4.82	439.47
CHEMBL4069552	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2ccncc2c1	ZQOBGHCKTIESSE-UHFFFAOYSA-N			4.82	439.47
CHEMBL4096048	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2c(c1)CCCN2	LLTXIVYBCVSFHB-UHFFFAOYSA-N			4.63	443.50
CHEMBL3125890	N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12	OJFKUJDRGJSAQB-UHFFFAOYSA-N			6.65	554.53
CHEMBL2144069	Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1	ZGBGPEDJXCYQPH-UHFFFAOYSA-N			5.04	451.53
CHEMBL525191	OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1	DEZZLWQELQORIU-RELWKKBWSA-N			2.73	334.38
CHEMBL4070302	CCC(=O)NCCOc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1	CTUDBAMAFBXVJK-UHFFFAOYSA-N			4.72	554.60
CHEMBL4091953	Cc1ccc(NC(=O)c2cccc3c2OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1	BQURSSYYGUBULA-UHFFFAOYSA-N			5.29	552.63
CHEMBL4102297	Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN)ccc2c1	YPGVWGQVQWWWMA-UHFFFAOYSA-N			4.16	498.54
CHEMBL186526	Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1	PYEFPDQFAZNXLI-UHFFFAOYSA-N			4.27	389.46
CHEMBL4101619	CN(C(=O)/C=C/c1ccccc1)C(C(=O)NCc1ccccc1)c1ccccc1Br	XSFLOONCBCCGCX-WUKNDPDISA-N			4.98	463.38
CHEMBL4083615						
CHEMBL4076337	CCCN(C(=O)/C=C/c1ccc(OC)cc1)C(C(=O)NC1CCCCC1)c1ccccc1Br	YPKGJXLLTOEAIK-OBGWFSINSA-N			5.90	513.48
CHEMBL4066800	C=CC(=O)N(CCc1ccc(OC)c(OC)c1)C(C(=O)NCCCCC)c1ccccc1Br	SOGNXIZICHAJPA-UHFFFAOYSA-N			5.07	517.46
CHEMBL4066949	C/C=C/C(=O)N(Cc1ccccc1Cl)C(C(=O)NC(C)(C)C)c1ccccc1Br	IRJWHYDFSLMKIF-BJMVGYQFSA-N			5.66	477.83
CHEMBL4071793	O=C(NCCN1CCOCC1)C(c1ccccc1Br)N(Cc1ccccc1)C(=O)/C=C/c1ccc(Cl)cc1Cl	BJZGOTCJJCVJEG-ACCUITESSA-N			5.99	631.40
CHEMBL4076144	O=C(NCc1ccccc1)C(c1ccccc1)N(C(=O)/C=C/c1ccccc1)C1CC1	SVAMTBFRESIQFZ-KNTRCKAVSA-N			4.75	410.52
CHEMBL4072087	O=C(NCCN1CCOCC1)C(c1ccccc1)N(Cc1ccccc1)C(=O)/C=C/c1ccc(Cl)cc1Cl	VHTAACDCCPHFOS-WYMLVPIESA-N			5.23	552.50
CHEMBL4098083	O=C(NCc1ccccc1)C(c1ccc(Br)cc1)N(C(=O)CCc1ccccc1)C1CC1	KYZYOQWTVIHAGE-UHFFFAOYSA-N			5.43	491.43
CHEMBL4090359	O=C(NCc1ccccc1)C(c1ccc(OCCBr)cc1)N(C(=O)CCc1ccccc1)C1CC1	SUSHJEGXWOMLBV-UHFFFAOYSA-N			5.44	535.48
CHEMBL4100535	O=C(NCc1ccccc1)C(c1ccc(Br)cc1)N(C(=O)CCc1ccc(O)cc1)C1CC1	JNSIPOVPSDQHRR-UHFFFAOYSA-N			5.14	507.43
CHEMBL4094691	NCCOCCOCCNCCOc1ccc(C(C(=O)NCc2ccccc2)N(C(=O)CCc2ccccc2)C2CC2)cc1	FJEOHEIIBAGHGQ-UHFFFAOYSA-N			3.63	602.78
CHEMBL188678	O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12	JAMULYFATHSZJM-UHFFFAOYSA-N			5.66	413.50
CHEMBL242529	COc1cc(/C=C/C=O)ccc1O	DKZBBWMURDFHNE-NSCUHMNNSA-N	CONIFERYL ALDEHYDE		1.61	178.19
CHEMBL501870	COc1cc(/C=C/CO)ccc1O	JMFRWRFFLBVWSI-NSCUHMNNSA-N	CONIFERYL ALCOHOL		1.41	180.20
CHEMBL4207280	COc1cc(CCC=O)ccc1O	KIEATOGEYUWTSR-UHFFFAOYSA-N			1.53	180.20
CHEMBL4207816	COc1cc(CCCO)ccc1O	MWOMNLDJNQWJMK-UHFFFAOYSA-N			1.33	182.22
CHEMBL4288307	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(C)=O)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(N)=O	OOXINYSTPHJYOB-VLHFGLSDSA-N				3461.17
CHEMBL4280406	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(N)=O)C(C)C	NIZVFVDAWCFHAA-LRMPVANSSA-N				3602.25
CHEMBL4283002	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(C)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(N)=O)C(C)C	GNYVKABJHDEJHD-KCZMJZOZSA-N				3651.27
CHEMBL4293586	CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)CC	VRPPRHCOLJDCQI-JNOUUPTPSA-N				3277.93
CHEMBL4288525	CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O	CFDBQHJWHKDTSH-LRHKGCAHSA-N				2108.54
CHEMBL4277867	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(N)=O	GDBCKDIHIOBLHR-DOBCTSTBSA-N				1196.40
CHEMBL4285168	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C	HSWKXTCSJDCPGX-AJJABUORSA-N			-2.55	901.04
CHEMBL4293003	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C)C(C)C	ZSLLJTLINOZUTA-IUHKAJPBSA-N				1746.06
CHEMBL4276798	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C)C(C)C)C(C)C	RIZLFASPIANODV-SGFBUKSPSA-N				3725.35
CHEMBL4284740	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O	KYIWVJBMTHWFCH-DBBLBUEYSA-N				3289.61
CHEMBL4291948	CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(N)=O	BRUQLWZJKDEJBD-MBZPSOJASA-N				1111.18
CHEMBL4281330	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O	RLYYJPAMMKTFOZ-NGFSFWIMSA-N			-5.48	805.86
CHEMBL4293406	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O	PSBQMJTVYDALRQ-PQMKOXKCSA-N				1857.98
CHEMBL4282794	CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)CCNC(=O)CCNC(=O)c1ccc(C(=O)O)c(C2c3ccc(O)cc3OC3=CC(=O)C=CC32)c1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O	NRUDKWCWETWQQK-KURBARKFSA-N				2318.42
CHEMBL4514442	C=Cc1c(OC)cc(/C=C/c2ccc(C(=O)N3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)cc2)cc1OC	GEQZPMVCEXVJKR-AATRIKPKSA-N			6.49	536.59
CHEMBL438605	C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O	PPUDLEUZKVJXSZ-VPCXQMTMSA-N			-2.17	257.25
CHEMBL4877620	O=c1[nH]c2ccccc2nc1-c1ccc(-c2ccccc2)[nH]1	VNVVMHJFYUGPAU-UHFFFAOYSA-N			3.59	287.32
CHEMBL4848310	C[n+]1c2ccccc2c(-c2c[nH]c3ccc(O)cc23)c2ccccc21.[I-]	BSGNBIPMXFJCOB-UHFFFAOYSA-N			4.67	452.30
CHEMBL4846644	Clc1nccc(-c2c[nH]c3ccc(Br)cc23)n1	JJLLSCJZPULYLP-UHFFFAOYSA-N			4.04	308.57
CHEMBL4876187	Brc1ccc2[nH]cc(-c3ncnc4ccccc34)c2c1	KXRCMZPAZRKDBB-UHFFFAOYSA-N			4.54	324.18
CHEMBL5200595	Cn1c(=O)c(NC(=O)c2ccc(OCCCCCCCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc2cc(Br)ccc21.[Br-]	KWDLOGOBRIOAHX-UHFFFAOYSA-N			10.05	854.66
CHEMBL520014	C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1	AVIRMQMUBGNCKS-RWCYGVJQSA-N	DEHYDROCURVULARIN		2.49	290.31
CHEMBL278315	COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O	QTQAWLPCGQOSGP-KSRBKZBZSA-N	GELDANAMYCIN	2.0	2.41	560.64
CHEMBL5398773	CCCC[C@@H]1C[C@@H]2C(C(=O)OCC(C)C)=C(O)[C@H](C(=O)OCC(C)C)[C@@](O)([C@@H]1C(=O)OCC(C)C)[C@H]2C(=O)O	QNYRCSOZWSOWLP-LCNPJRBVSA-N			3.90	554.68
CHEMBL5441131	CC(C)COC(=O)C1=C(O)[C@H](C(=O)OCC(C)C)[C@@]2(O)[C@H](C(=O)OCC(C)C)[C@H](C)C[C@H]1[C@@H]2C(=O)O	IKTCVDLADJPEGQ-IOCKLBRGSA-N			2.73	512.60
CHEMBL5402290	CCCC[C@@H]1C[C@@H]2C(C(=O)OCC(C)C)=C(O)[C@H](C(=O)OC)[C@@](O)([C@@H]1C(=O)OC)[C@H]2C(=O)O	YFZGBTDGDFTKOG-SAGJQFEGSA-N			1.85	470.52
