compound_id	target_chembl_id	protein_id	standard_type	standard_relation	standard_value	standard_units	pchembl_value	assay_type	assay_chembl_id	target_organism	data_validity_comment	activity_comment
CHEMBL5441131	CHEMBL5869	HSF1	Activity					B	CHEMBL5372356	Homo sapiens		
CHEMBL5402290	CHEMBL5869	HSF1	Activity					B	CHEMBL5372356	Homo sapiens		
CHEMBL5653589	CHEMBL6066354	ETF1	Kd	=	484072.89	nM		B	CHEMBL5651386	Homo sapiens	Outside typical range	
CHEMBL5653589	CHEMBL6066354	ETF1	ED50	=	484072.89	nM	3.31	B	CHEMBL5651386	Homo sapiens		
CHEMBL5653589	CHEMBL6066907	RPL3	Kd	=	10412.18	nM	4.98	B	CHEMBL5652302	Homo sapiens		
CHEMBL5653589	CHEMBL6066907	RPL3	ED50	=	10412.18	nM	4.98	B	CHEMBL5652302	Homo sapiens		
CHEMBL3752910	CHEMBL6066907	RPL3	Kd	=	2638.87	nM	5.58	B	CHEMBL5652302	Homo sapiens		
CHEMBL3752910	CHEMBL6066907	RPL3	ED50	=	2638.87	nM	5.58	B	CHEMBL5652302	Homo sapiens		
CHEMBL5653589	CHEMBL6066910	RPL4	Kd	=	24906.3	nM	4.60	B	CHEMBL5652312	Homo sapiens		
CHEMBL5653589	CHEMBL6066910	RPL4	ED50	=	24906.3	nM	4.60	B	CHEMBL5652312	Homo sapiens		
CHEMBL3752910	CHEMBL6066910	RPL4	Kd	=	4728.58	nM	5.33	B	CHEMBL5652312	Homo sapiens		
CHEMBL3752910	CHEMBL6066910	RPL4	ED50	=	4728.58	nM	5.33	B	CHEMBL5652312	Homo sapiens		
CHEMBL5653589	CHEMBL6066939	RPS3	Kd	=	40.59	nM	7.39	B	CHEMBL5652347	Homo sapiens		
CHEMBL5653589	CHEMBL6066939	RPS3	ED50	=	40.59	nM	7.39	B	CHEMBL5652347	Homo sapiens		
CHEMBL3752910	CHEMBL6066939	RPS3	Kd	=	3.858	nM	8.41	B	CHEMBL5652347	Homo sapiens		
CHEMBL3752910	CHEMBL6066939	RPS3	ED50	=	3.858	nM	8.41	B	CHEMBL5652347	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	FC	=	0.414			B	CHEMBL5697120	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	FC	=	0.246			B	CHEMBL5697820	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	FC	=	0.507			B	CHEMBL5698520	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	FC	=	0.618			B	CHEMBL5699220	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	FC	=	0.858			B	CHEMBL5699920	Homo sapiens		
CHEMBL1232461	CHEMBL6066939	RPS3	IC50	>=	240.0	nM		B	CHEMBL5700620	Homo sapiens		
CHEMBL5653589	CHEMBL6066948	RPL7	Kd	=	12290.41	nM	4.91	B	CHEMBL5652315	Homo sapiens		
CHEMBL5653589	CHEMBL6066948	RPL7	ED50	=	12290.41	nM	4.91	B	CHEMBL5652315	Homo sapiens		
CHEMBL3752910	CHEMBL6066948	RPL7	Kd	=	16.7	nM	7.78	B	CHEMBL5652315	Homo sapiens		
CHEMBL3752910	CHEMBL6066948	RPL7	ED50	=	16.7	nM	7.78	B	CHEMBL5652315	Homo sapiens		
CHEMBL5653589	CHEMBL6066954	RPS2	Kd	=	1825.35	nM	5.74	B	CHEMBL5652335	Homo sapiens		
CHEMBL5653589	CHEMBL6066954	RPS2	ED50	=	1825.35	nM	5.74	B	CHEMBL5652335	Homo sapiens		
CHEMBL3752910	CHEMBL6066954	RPS2	Kd	=	80.43	nM	7.09	B	CHEMBL5652335	Homo sapiens		
CHEMBL3752910	CHEMBL6066954	RPS2	ED50	=	80.43	nM	7.09	B	CHEMBL5652335	Homo sapiens		
CHEMBL5653589	CHEMBL6067042	PAPSS1	Kd	=	30821.62	nM	4.51	B	CHEMBL5651978	Homo sapiens		
CHEMBL5653589	CHEMBL6067042	PAPSS1	ED50	=	30821.62	nM	4.51	B	CHEMBL5651978	Homo sapiens		
CHEMBL5653589	CHEMBL6067541	RPL18A	Kd	=	3154.06	nM	5.50	B	CHEMBL5652291	Homo sapiens		
CHEMBL5653589	CHEMBL6067541	RPL18A	ED50	=	3154.06	nM	5.50	B	CHEMBL5652291	Homo sapiens		
CHEMBL3752910	CHEMBL6067541	RPL18A	Kd	=	98.14	nM	7.01	B	CHEMBL5652291	Homo sapiens		
CHEMBL3752910	CHEMBL6067541	RPL18A	ED50	=	98.14	nM	7.01	B	CHEMBL5652291	Homo sapiens		
CHEMBL3752910	CHEMBL6067564	RPS3A	Kd	=	2452.47	nM	5.61	B	CHEMBL5652348	Homo sapiens		
CHEMBL3752910	CHEMBL6067564	RPS3A	ED50	=	2452.47	nM	5.61	B	CHEMBL5652348	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	FC	=	0.561			B	CHEMBL5697496	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	FC	=	0.364			B	CHEMBL5698196	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	FC	=	0.812			B	CHEMBL5698896	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	FC	=	0.619			B	CHEMBL5699596	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	FC	=	0.966			B	CHEMBL5700296	Homo sapiens		
CHEMBL1232461	CHEMBL6067564	RPS3A	IC50	=	3440.0	nM	5.46	B	CHEMBL5700996	Homo sapiens		
