stitch_chemical	stitch_name	molecular_weight	stitch_smiles	compound_id	pubchem_cid
CIDm03000715	thiopentone	242.33782	CCCC(C)C1(C(=O)NC(=S)NC1=O)CC	CHEMBL441	3000715
CIDm03082167	dehydrobutyrine	101.10388	CC=C(C(=O)O)N	PUBCHEM:3082167	3082167
CIDm03097536	AC1MJSXK	281.35226	CC(C)(C)C(=O)NC1=CC=C(C=C1)N=NC2=CC=CC=C2	CHEMBL1385073	3097536
CIDm03129671	AC1MJ10T	282.33372	C1COC2=C(O1)C=CC(=C2)C(=O)CCCC3=CC=CC=C3	CHEMBL1480522	3129671
CIDm03229425	AC1MLVZO	395.5178	CN1CCCC1CCN(C2=NC3=CC=CC=C3S2)C(=O)C4=CC=CC=C4OC	CHEMBL1583768	3229425
CIDm03274683	2'-O-methyl-UMP	338.207862	COC1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O	PUBCHEM:3274683	3274683
CIDm03334071	DB02566	235.23592	CC(C1=CC(=NC2=C1C=CCC2O)C(=O)O)O	PUBCHEM:3334071	3334071
CIDm03380837	AC1MP7MF	320.36508	C1=CC=C(C=C1)N2C=C(NC2=S)C3=CC4=CC=CC=C4OC3=O	CHEMBL1352521	3380837
CIDm03390551	AC1MPSSS	274.31832	CC1=CC2=C(C=C1)OC(=N2)N=C(N)NC(=O)C(C)(C)C	CHEMBL1595790	3390551
CIDm03400927	AC1MOUJN	588.461722	CC1=C(N2C(=O)C3=C(N(C2=N1)C)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O)CCC(C(=O)OC)NC(=O)OC	PUBCHEM:3400927	3400927
CIDm03525351	AC1MRXG6	396.314036	C1CCC2=NC3=CC(=NN3C(=C2C1)C(F)(F)F)C(=O)NC4=C(C=C(C=C4)F)F	CHEMBL1583837	3525351
CIDm03528686	AC1NYE2E	260.31158	CC1=CC=C(S1)C=NNC2=CC=C(C=C2)C(=O)O	CHEMBL3193530	3528686
CIDm03556268	osmium ammine-B	286.36548	[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[Os]	PUBCHEM:3556268	3556268
CIDm03606829	AC1MTRSQ	360.448943	CC1=CC(=C(N1CCOC)C)C2=NN=C(SC2)NC3=CC=CC=C3F	CHEMBL1579258	3606829
CIDm03683840	4-thiouridylate	340.246882	C1=CN(C(=O)NC1=S)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL1230331	3683840
CIDm03735390	AC1NZH4G	282.33702	CC(C)C1=CC=C(C=C1)C=NNC2=CC=C(C=C2)C(=O)O	CHEMBL3195657	3735390
CIDm03789016	5T-0269	336.43076	CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)N3CCC4=CC=CC=C43	CHEMBL1569984	3789016
CIDm03824948	3T-0330	322.40418	CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC(=CC=C4)OC	CHEMBL1303404	3824948
CIDm03903461	KSC-8-64	386.42162	CC1=C(C=C(C=C1)NC(=O)C2=CC3=CC=CC=C3OC2=O)S(=O)(=O)N(C)C	CHEMBL1507250	3903461
CIDm03969890	AC1ON5E3	394.8078	C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)C=NNC3=CC=C(C=C3)C(=O)O)Cl	CHEMBL3191218	3969890
CIDm04015202	AC1O0DHR	296.3636	CC(C)(C)C1=CC=C(C=C1)C=NNC2=CC=CC(=C2)C(=O)O	CHEMBL3198939	4015202
CIDm04086523	AC1N3FCH	297.37154	CC(C)(C)C1=CC=C(C=C1)C(=O)O[NH+]=C(C2=CC=CC=C2)N	CHEMBL1569988	4086523
CIDm04263090	1W-0926	303.40084	CN1CCN(CC1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3	CHEMBL1453996	4263090
CIDm04308939	AC1O181G	321.37306	CC(C)N1C=C(C2=CC=CC=C21)C=NNC3=CC=C(C=C3)C(=O)O	CHEMBL3191946	4308939
CIDm04411483	AC1N9J6O	423.39564	C(CC(=O)NC(CSC(CC(=O)O)C(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N	CHEMBL177327	4411483
CIDm04468926	AC1NBJ90	538.426182	CC(C(C(=O)O)NC(=O)NC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC)O	PUBCHEM:4468926	4468926
CIDm04469360	1-methylguanylic acid	377.247202	CN1C(=O)C2=C(N=C1N)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4469360	4469360
CIDm04469584	2-methyl-adenylate	361.247802	CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4469584	4469584
CIDm04469586	N(2)-methyl-GMP	377.247202	CNC1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4469586	4469586
CIDm04470567	AC1NBMZI	412.309542	COC(=O)CC1=CN(C(=S)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	PUBCHEM:4470567	4470567
CIDm04473092	atrazine-glutathione conjugate	486.5458	CCNC1=NC(=NC(=N1)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)NC(C)C	PUBCHEM:4473092	4473092
CIDm04473609	AC1NRA5X	510.141424	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O	PUBCHEM:4473609	4473609
CIDm04477691	AC1NAIWV	391.273782	CN(C)C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4477691	4477691
CIDm04477868	N(6)-dimethyl-AMP	375.274382	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4477868	4477868
CIDm04477870	AC1NAJ9M	361.247802	CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	PUBCHEM:4477870	4477870
CIDm04478774	AC1NAL8N	463.445702	CC(C)CCNC1=NC(=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O)SC	PUBCHEM:4478774	4478774
CIDm04595490	AC1O1XZO	402.30032	CC1=NN(C(=C1C=NNC2=NC3=CC=CC=C3S2)Cl)C4=CC=CC=C4Cl	CHEMBL3195389	4595490
CIDm04626828	cmp-5	324.204462	C1=C(NC(=O)[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)N	PUBCHEM:4626828	4626828
CIDm04627981	L-Capreomycidine	172.18508	C1CN=C(NC1C(C(=O)O)N)N	PUBCHEM:4627981	4627981
CIDm04631220	AC1NRB2Z	314.375663	CC(C)N(C1=CC=C(C=C1)F)C(=O)CSCC(C(=O)O)N	PUBCHEM:4631220	4631220
CIDm04657542	N-Me-Phe	179.21572	CNC(CC1=CC=CC=C1)C(=O)O	CHEMBL1234265	4657542
CIDm04878136	ksc-8-87	276.4004	CCNC1=NN=C(CS1)C2=C(N(C(=C2)C)CC=C)C	CHEMBL1573994	4878136
CIDm05167876	AC1O3RBM	305.3306	C1COC2=C(O1)C=CC(=C2)C=NNC3=NC4=CC=CC=C4C=C3	CHEMBL3193873	5167876
CIDm05289145	AC1NRCR6	749.007142	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)OC(=O)CCCCCCCCCC=CCCCCCC	PUBCHEM:5289145	5289145
CIDm05326793	PE(34:0)	720.012282	CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN	PUBCHEM:5326793	5326793
CIDm05326960	glutathione sulfinate	339.32228	C(CC(=O)NC(CS(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N	PUBCHEM:5326960	5326960
CIDm05456435	AC1O9C78	419.42994	COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NNC=C3C=CC(=O)C(=C3)OC	CHEMBL1973921	5456435
CIDm05735441	AC1O9FKX	416.4955	CC1=CC=C(C=C1)N=C(C2=NC3=CC=CC=C3S2)NNC=C4C=CC(=O)C(=C4)OC	CHEMBL3192121	5735441
CIDm05806923	AC1O9NFR	300.353923	CN=C1N(C(=CS1)C2=CC=CC=C2F)NC=C3C=CC=N3	CHEMBL1971760	5806923
CIDm05807017	AC1NXILO	290.2316	C1COC2=C(O1)C=CC(=C2)NN=C3C(=O)NC(=O)NC3=O	CHEMBL1423731	5807017
CIDm05981552	AC1O07N3	406.45762	CC(=C1C(=NN(C1=O)C2=NC3=CC=CC=C3S2)CC(=O)OC)NC4=CC=CC=C4	CHEMBL1732490	5981552
CIDm06056757	AC1O0ZA6	370.40392	C1=CC2=C(C(=C1)OCC3=CC=C(C=C3)C(=O)NNC=C4C=CC=N4)N=CC=C2	CHEMBL3190911	6056757
CIDm06247456	AC1OB9S3	315.41322	CN=C1N(C(=CS1)C2=CC=CS2)NC=C3C=CC=CC3=O	CHEMBL3198633	6247456
CIDm06618865	AC1O7SB1	308.3776	CN(C1CCCCC1)C2=NN3C(=NC4=CC=CC=C4C3=O)C=C2	CHEMBL1324188	6618865
CIDm07422385	AC1OMM8Z	364.36487	CC1CCN(CC1)C2=NN=C(C=C2)C3=CC(=CC=C3)NC(=O)C(F)(F)F	CHEMBL1503659	7422385
CIDm08030390	AC1OY032	338.35722	CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)NC3=CC=CC=N3)C	CHEMBL1392611	8030390
CIDm08072991	AC1OZ2B5	324.42006	CC1=C(N(C2=C1C(=NC=N2)NCCC3=CC=CC=C3)CCOC)C	CHEMBL1457961	8072991
CIDm09116001	T5524007	297.34836	C1COC2=C(C=C(C=C2)C(=O)NCCC3=CC=CC=C3)OC1	CHEMBL1378232	9116001
CIDm09859662	Heat Shock Protein Inhibitor I	245.23074	C1CN(C(=O)C1=CC2=CC3=C(C=C2)OCO3)C=O	CHEMBL1240927	9859662
CIDm10393692	13-deoxytedanolide	594.7334	CC=CC(C)C1C(O1)(C)C(C2COC(=O)C(C(C(C(=O)C(C(C(=CC(C(=O)CCC(C2=O)C)C)C)O)C)C)OC)O)O	CHEMBL390183	10393692
CIDm10774843	K-9390	211.21452	COC1=CC=C(C=C1)C(C(C(=O)O)N)O	PUBCHEM:10774843	10774843
CIDm10878285	4-hydroxymethyl-3-methylindole-2-carboxylate	205.20994	CC1=C(NC2=CC=CC(=C12)CO)C(=O)O	PUBCHEM:10878285	10878285
CIDm11008023	4oxolpipecolic acid	143.14056	C1CNC(CC1=O)C(=O)O	PUBCHEM:11008023	11008023
CIDm12005106	Smr000204784	313.39236	CC1=CC(=C(N1C2=CC=CC=C2)C)C=C3CC4=CC=CC=C4C3=O	CHEMBL1339283	12005106
CIDm12005206	Mls000583076	355.30492	C1COC2=C(O1)C=CC(=C2)N3N=C(C(=NC4=CC=CC=C4)N3O)[N+](=O)[O-]	CHEMBL1333930	12005206
CIDm12006093	Mls000720408	359.397903	COC(=O)C1=CC2=C(C=C1)N=C(S2)NC3=NC4=C(S3)C=C(C=C4)F	CHEMBL1495977	12006093
CIDm12876353	AGN-PC-00JW3C	489.249044	C1=NC2=C(C(=N1)N)N=CN2C3C4C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O4)O	PUBCHEM:12876353	12876353
CIDm15599354	AGN-PC-0IX121	351.4388	CN1CC2CC1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O	CHEMBL318812	15599354
CIDm17856179	Neuropeptide S	2187.4817	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL230333	17856179
CIDm19002523	S-lactoylcysteine	193.22084	CC(C(=O)SCC(C(=O)O)N)O	PUBCHEM:19002523	19002523
CIDm20516571	N-dimethyl-L-threonine	147.17232	CC(C(C(=O)O)N(C)C)O	PUBCHEM:20516571	20516571
CIDm23604753	HMS2883F04	300.35714	CC1=NC2=C(C=NN2C(=C1C3=CC=CC=C3)N)C4=CC=CC=C4	CHEMBL1472925	23604753
CIDm24747342	HMS3358O07	340.4393	CC(C)(C)OC(=O)N(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2	CHEMBL1301042	24747342
CIDm24747923	HMS3357B03	334.43142	C1CCC(CC1)(C#CC2=CC3=C(C=C2)SC4=CC=CC=C4C3=O)O	CHEMBL1312738	24747923
CIDm24892762	C05696	554.159324	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)OP(=O)(O)O)O	PUBCHEM:24892762	24892762
CIDm25122322	4'-O-Benzyl paromomycin	705.75104	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)OCC3=CC=CC=C3)O)N)OC4C(C(C(O4)CO)OC5C(C(C(C(O5)CN)O)O)N)O)O)N	PUBCHEM:25122322	25122322
CIDm25193408	CHEMBL526323	2243.58802	CC(C)CC(C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL525809	25193408
CIDm25193409	CHEMBL507881	2261.62644	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL507881	25193409
CIDm25193412	AGN-PC-04XN7B	2233.57328	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL526355	25193412
CIDm25193416	AGN-PC-04XN7E	2229.56144	CC(C)C(C(=O)NC(C(C)C)C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL505657	25193416
CIDm44580124	AGN-PC-077M4Q	2159.4683	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL526551	44580124
CIDm44580127	AGN-PC-077M4T	2145.44172	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL510338	44580127
CIDm44580133	AGN-PC-077M4Z	2201.50828	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL524693	44580133
CIDm44580134	AGN-PC-077M50	2215.53486	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=NC)NC)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL524688	44580134
CIDm44580135	AGN-PC-077M51	2215.53486	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL524654	44580135
CIDm44580136	AGN-PC-077M52	2232.47926	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N[N+](=O)[O-])N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL448242	44580136
CIDm44580138	AGN-PC-077M54	2255.47637	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCCNC(=O)C(F)(F)F)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL525031	44580138
CIDm44580144	AGN-PC-077M5A	2174.48294	CC(C)C(C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL453962	44580144
CIDm44602426	N(3)-methyl-UMP	338.207862	CN1C(=O)C=CN(C1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	CHEMBL215940	44602426
CIDm49866685	(Z)-2-amino-3-mercapto-acrylic acid	119.1423	C(=C(C(=O)O)N)S	PUBCHEM:49866685	49866685
CIDm49866839	L-cysteine sulfoxide	137.15758	C(C(C(=O)O)N)S=O	PUBCHEM:49866839	49866839
CIDm49867307	3-Hydroxy-2-Iminopropanoic Acid	103.0767	C(C(=N)C(=O)O)O	PUBCHEM:49867307	49867307
CIDm49867308	3-quinuclidinylthiomethyl	157.2764	CSC1CN2CCC1CC2	PUBCHEM:49867308	49867308
CIDm49867309	AGN-PC-088Y54	222.28352	CNC(CC1=CC=C(C=C1)N(C)C)C(=O)O	PUBCHEM:49867309	49867309
CIDm49867759	AGN-PC-088Y64	163.17172	CC(C(C)(C(C(=O)O)N)O)O	PUBCHEM:49867759	49867759
CIDm49867784	CTK1I1905	145.11668	C(=C(C(=O)O)N)NC(=O)N	PUBCHEM:49867784	49867784
CIDm52941584	CHEBI:74731	338.207862	CN1C(=O)C(=CNC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	PUBCHEM:52941584	52941584
CIDm53654133	CTK0A1398	179.19426	CSC(C(C(=O)O)N)C(=O)O	PUBCHEM:53654133	53654133
CIDm54581309	AGN-PC-0A9QQ2	2182.44534	CC(C)C(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)N	CHEMBL1765705	54581309
CIDm70789299	AGN-PC-0J2N9S	788.96706	CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC(=O)N3CCCC3C4=CN=CC=C4)C)OC5C(C(CC(O5)C)N(C)C)O)(C)OC)C)C)NC(=O)O2)C	CHEMBL2338711	70789299
CIDm70789301	AGN-PC-0J2N9U	817.02022	CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC(=O)N3CC(CC3C4=CN=CC=C4)(C)C)C)OC5C(C(CC(O5)C)N(C)C)O)(C)OC)C)C)NC(=O)O2)C	CHEMBL2338710	70789301
